  150
153 25231 10
755 15493 5
549 12509 8
380 17833 5
660 16627 4
401 16728 7
707 5728 3
386 6284 4
588 20603 6
672 812 8
165 383 9
217 1832 8
498 27697 5
1000 6502 8
790 767 8
156 10894 2
99 399 3
240 17411 7
320 9182 8
187 7739 1
391 15879 2
32 12801 7
991 22982 5
850 21342 7
29 7253 10
512 20584 8
111 3521 4
339 2237 1
261 9121 10
672 23767 9
220 17109 5
416 5047 10
416 9932 3
756 293 2
798 22873 4
79 26569 7
145 17020 9
486 28604 6
441 3533 10
725 8318 5
141 97 3
599 3918 8
924 10142 3
639 27793 8
585 10410 6
712 10910 10
781 9362 10
674 10817 9
945 28322 6
98 18557 7
841 18557 9
329 14889 8
113 2040 4
836 12218 4
179 6908 5
135 9294 3
330 3480 1
272 10432 8
453 11531 4
591 12619 1
942 4883 6
679 28630 8
998 17652 10
359 14820 9
410 28927 10
770 11219 4
416 12065 6
550 16637 8
249 10499 10
849 15590 5
269 24945 3
386 10599 3
438 19510 3
188 5769 5
12 9061 10
18 617 8
884 16674 5
784 18439 9
675 11422 7
826 15683 10
864 7661 6
517 659 5
134 1252 8
976 9701 9
345 12872 9
305 8165 3
104 19007 2
660 16366 9
577 18598 10
549 1212 5
256 28978 10
508 23478 5
219 527 2
239 17311 10
840 8973 4
614 138 1
991 28523 3
255 21049 9
161 16763 9
233 9693 2
95 7328 4
415 12386 1
618 20289 4
513 26848 6
594 18154 6
610 38 4
522 27454 4
469 5511 10
389 18467 3
196 9560 10
270 21203 10
242 26135 8
695 10225 5
409 22464 8
211 6527 6
27 23104 4
702 1305 10
308 25522 7
682 10145 3
267 19902 9
840 26732 1
921 9802 2
753 14057 4
42 27269 3
157 27112 1
593 23033 7
653 27397 4
146 26323 4
842 14764 6
805 14848 2
365 6699 6
923 22081 9
216 27226 3
970 26988 10
433 19609 5
803 16069 9
578 27018 3
955 17744 8
265 21579 9
953 16166 5
131 27319 8
532 13468 8
195 12971 3
828 8210 3
920 6602 5
401 19495 8
836 2006 6
611 7909 5
701 15700 5
515 12144 9
