  150
67 140 10
749 33110 4
797 9255 6
851 21027 9
57 14359 9
116 31565 9
456 23507 6
580 23487 3
758 13940 1
13 28620 3
58 29589 6
191 10861 10
959 21869 4
937 32467 8
48 880 7
712 141 3
626 26045 1
392 19320 9
506 13385 2
524 239 10
70 9948 8
150 12005 7
575 2992 1
368 27091 6
834 5304 4
209 8173 5
688 17000 6
71 41923 7
967 21656 3
869 34989 4
67 38453 1
28 21793 3
602 23070 7
845 2698 7
872 42827 1
648 37425 5
953 34255 5
313 21301 7
228 15895 8
694 3178 5
326 4901 10
261 466 4
871 14043 5
276 26776 3
183 32928 1
911 14927 1
971 26923 5
806 13955 1
307 34252 9
463 40313 7
314 14193 1
367 44196 7
608 7293 3
881 17187 1
725 26275 2
433 12605 7
79 25360 6
394 43270 8
498 9503 3
37 1993 8
253 33243 1
548 2939 4
49 23792 1
844 11301 8
389 5629 10
914 21593 2
472 3715 2
324 39881 5
221 42904 8
681 19602 9
1002 43066 10
539 2792 7
944 20079 3
870 12084 4
795 29566 10
111 7985 3
785 27001 4
761 11474 4
907 21938 4
78 16238 3
211 6762 1
216 36123 4
420 15411 10
815 14066 4
91 8299 5
140 41680 1
232 26668 10
153 33653 10
528 39941 9
727 36169 3
187 35652 8
771 28175 9
259 39106 7
220 14437 8
608 39470 6
621 44739 7
128 36027 10
64 43189 8
945 39598 1
331 33911 7
747 17777 7
930 37631 10
859 36708 4
674 37844 9
807 4700 4
645 21250 3
788 800 1
573 31708 8
395 32732 7
683 22741 5
644 2926 10
596 39491 7
897 13852 8
65 18344 9
400 8536 1
977 22148 3
197 15013 10
632 35203 1
116 10782 3
719 9936 9
349 26349 4
295 1414 10
476 38104 7
591 20438 10
505 15845 8
65 32561 3
219 20148 6
612 6855 7
128 30738 10
143 14721 7
947 40769 4
856 3487 7
75 7343 7
786 32445 8
521 41335 5
864 12042 10
412 8686 10
305 42141 6
434 43758 7
804 41418 7
975 19861 10
76 1669 7
397 35899 4
863 33728 8
120 20003 6
784 44432 4
821 10848 1
300 35015 5
404 34614 4
931 21627 3
