  150
   71  6776     9
   38  5795     9
   82  4880     5
   94  6203     4
   19  7428     2
   35  4861    10
   86  7483    10
    4  7607     9
   39  6939     1
   88  6323     2
    4  6290     2
   63  6362     4
   26  4996     9
   73  5639     4
   10  7679     8
   35  6078     9
    7  5629     7
   17  6434     5
   37  5214     6
   36  7534     4
   77  6191     5
   74  7235     8
   39  4896     6
   19  6956     6
   35  4981     9
   87  5067     4
   82  7500     4
   62  6020     5
   55  7492     4
   46  6458     1
   15  6746     2
   26  6308     2
   84  7478     9
   96  6851     6
   19  7736     5
    3  6946     1
   31  6937     6
    4  7259     5
    7  6592    10
   70  5916     7
   92  5622     6
   10  4922     1
   32  7504     1
   18  5843     5
   83  5786     4
   41  7222     8
   52  7147     3
   89  6640     1
   58  5696     3
   89  7586     9
   24  6214     4
   34  7113     7
   62  6861     7
   63  6335     9
   52  6108     3
   96  7068     5
   50  6628     3
   34  5647     7
   58  5127    10
    4  6160     6
   80  7330     7
   72  7098     2
   29  7693     8
   63  6848     6
   68  5988     7
   47  7469     2
   66  5834     6
   99  4965     3
   51  6767     7
   72  7651     5
   68  6106     9
   43  7614     2
   81  7798     6
  100  5650     9
   61  5497     6
   64  5624    10
   41  4911     7
   12  7869     9
   52  7490     1
   98  5833     9
    1  7495     7
   76  5744     5
   31  4985     6
   62  6396     4
   38  7304     4
   83  6318     8
   58  5503     8
   87  5972     6
   17  7191     4
   15  5855     8
   91  7357     2
   96  6561     1
   87  4993     9
   19  7090     9
   59  5449     6
   55  6207     6
   66  6598     1
   24  6508     1
   54  6397     8
   17  5405     7
   95  6199     6
   21  7729     7
   60  5058     9
   76  6037     2
   21  5418     6
   20  5781     5
   39  6887     1
   61  5555     3
   32  5689     3
   91  6416     2
   58  6614     2
   32  5223    10
   66  7385     6
   89  6824     7
   94  6844     3
    4  6729    10
   71  5182     5
   51  7572     1
   91  7927     5
   87  7599     9
   65  5467     9
   81  7324     7
   83  6199     9
   52  5685     7
  100  6453     5
   41  6874     4
    6  7117     2
   66  5091     5
   64  5421     5
   59  5554    10
   82  5721     1
   59  6846    10
   80  5323     7
   42  6005     9
   34  4922     1
  100  5967     3
   61  7011     3
   73  7034     2
   60  6748     5
   93  7925     6
   64  5490     4
   18  5401     6
   24  5187     5
   30  4915    10
    6  7451     3
   18  7257     8
   33  6869     9
   77  7858     7
   68  6868     9
   23  6836     4
