 200
   14  4477     1
   19  2878     3
   76  3137     1
   39  5547     4
   80  4524     3
   92  5206     9
   78  5185     2
   21  3601     1
    7  2151     5
   30  4751     2
   83  3335     6
   51  3007    10
   29  5350     5
   52  2796     7
   84  2135     9
   34  2516     3
   56  3570     6
   23  5613     6
   12  2692     7
   24  6328    10
   33  3089     4
   81  5610     7
   10  5436     3
   66  2658     1
   19  4210     6
   54  3001     8
   63  3086     1
   81  5589     2
   60  2196     7
   97  6126     2
   86  3202    10
   74  4558     8
   16  2657     4
   62  4225     1
   12  3758     2
   95  5067     7
   54  3084    10
   90  2597     3
   15  2321     8
   60  3121     4
   20  5233     4
   97  3542     3
   11  4013     4
   48  4237     9
   49  4224    10
   94  4034     2
   82  4638     1
    4  5679     5
   17  3300     8
   93  5216     8
   28  5660     4
   49  4274     1
   74  4480     5
   38  4750     7
   15  4818     2
   92  2343     1
   91  5637     4
   78  5789     2
   73  5818     2
   51  5718     1
   75  5568     4
   58  2673     1
   24  3930     9
   90  6110     8
   20  4783     2
   35  5573    10
   84  4831     4
   73  5753     1
   25  6056     2
   99  5037     2
   33  2527     4
   44  4943     6
   95  2233     4
   43  4426     8
   92  2833     5
   44  4342     3
   37  6345    10
   73  5356     5
   47  3674     7
   53  3298     7
   66  4226     3
   75  2988     1
    2  5458     7
   39  2359     7
   12  5624     8
   17  3929     8
   30  2587     7
    3  4914     2
   95  3372    10
    2  6290     8
   54  4285     2
   69  2594     4
   60  2617     9
   77  6100     1
   58  2358     1
   79  5285    10
   12  5327    10
   42  5074     5
   51  4692    10
   36  5037     2
   40  3765     6
   83  5104     4
   80  3633     7
   35  3883    10
   26  3183     2
   71  4351     2
   78  6110     2
   62  3181     1
   44  3361     6
   25  3437     9
   15  4365     8
    9  5472     9
   99  4311    10
   16  3476     5
   47  5717     5
   11  3588     7
   33  5291     2
   77  6189     2
   14  2155     8
   27  2317     2
   79  6133    10
   67  4326    10
   95  2796     5
   38  2403     9
   44  4080    10
   53  3039     6
   16  5574     8
   56  3060    10
   94  5998     1
   67  3919     8
   92  5982     1
   34  3416     7
   50  2677     2
   71  3268     8
   68  5184     6
   75  3745     4
   42  5505     9
   46  4948     8
   37  4812     5
   85  2519     5
   70  6271     6
   51  2831     2
   93  5877     4
   69  4235     6
   67  4193     6
   40  5247     8
   79  5709     2
   99  3137     8
   16  5090    10
   93  5749    10
   25  3340     9
   94  4876     9
   60  3729     9
   19  4021     4
   31  5165     7
    3  5694     9
   72  4946    10
   47  4392     5
   59  2408     9
   65  4597     1
   14  6197     3
   50  6276    10
   98  5899     7
   64  2527     5
   21  3198     8
   66  4737     2
   39  4158     9
   62  2356     6
   11  3338     9
   75  2624     3
   47  2761     1
   81  3262     5
   26  3340     4
   39  2291     4
   49  5383     1
   92  5418    10
   79  5423     2
   28  4745     2
   90  2209     7
   94  4166     1
   21  4148     1
   15  3434     6
   88  2696    10
   80  5762    10
   34  5341    10
   19  5746     7
   83  5109     9
    5  3940    10
   66  3792     2
   41  5403     7
   69  2191    10
   79  3642     5
   90  5332     6
   67  5975     6
   43  4055     9
   11  2183     3
   33  4366     8
   81  6099     7
   72  2424     9
   44  5589     7
