 200
   23  1998     3
   82   673    10
   52   111     1
   37   469     1
   46   290     8
   57   487     4
   41   404    10
   35   549     2
   39   799     4
   31  1809     7
   99   487     6
   75  1720     7
   91  1567     5
   11   999     9
    3  1097    10
   88   139     6
    4   972     1
   10  1893     4
   46   328     1
   74    49     8
   57   844    10
   56  1104     6
   85   979    10
    1  1613     3
   88  1482     9
    7    64     2
   35  1925     7
   44   118     7
   99  2011     9
   32  1550    10
   73  1059     8
   22  1965     2
   13   179     9
   24  1171     8
   58   389     2
   58   470     6
   80  1658     1
   98   794     2
   93  1019     8
   19   413     5
   29   558     8
   91  1507     3
   93    88     2
   19    81     3
    1   461     1
   96  1185     1
    7   221     9
    5  1433     2
    6  1034     4
   53   549     9
   78  1483     9
   62  1878     3
    8  1654     4
   63   417     9
   63  1447     6
   96  1091     3
   69   482    10
   97  1328     2
   40  1210    10
   68   448     9
   28   833     1
   12   224     7
   89   368    10
   40  1012    10
   36  1395     5
   46   757     2
   98  1483     6
   15  1009     6
   44  1552     4
   90   457     3
   34  1422     1
   72    66     2
   81  1964     6
   26  1511     2
   91   147     4
   81   381     7
   22   652     2
   97   368     3
   86  1815     8
   28  1686     6
   49   918     2
   64  1253     7
   90  1520     8
   57   527     5
   26  1671     5
   52   922     4
   52  1619     8
   95   108     4
   48   205     5
   91   784     7
   62   557     3
   75  1039     6
    2  1008     4
   51   925     3
   15     7     6
   38   359     8
   96  1683     4
   13  1490     2
   52  1369     4
   39  1190     8
    3  1947     4
   85   747     4
   10  1256     9
   83  1866     9
   11   213     6
  100  1404     3
   64   203     6
   33   865     8
   97  1773     5
   49  2018     3
   60   507     3
   45   647     6
   13  1227     9
   50  2027     1
    2  1174     1
   39   853     3
    1   905     4
   54   749     8
   33   962     7
   48  1110     9
   44  1533     4
   95  1519     9
   23   104     5
   46   497     8
   45   400     1
   38   112     1
   83   857     5
   41    39     5
   50  1602     2
   35   181     9
   80  1229     2
   52  1504     5
   20   929     2
   89   441    10
   35  1326     4
   31  1142     7
   89  1846     2
   98  1530     9
   63  2008     4
   85  1575     7
   47  1504     2
   23   470     7
   30   177     3
   59   686    10
   72   452     7
   32  1352     3
   97  1540     3
   72  1357     1
   85    56    10
   30   458     9
   20   423     9
   29  1589     4
   25  1977     8
   42   528     4
   74    42     2
   70   333     9
   80   640     4
   57   899     6
   10   372     3
   29   197     5
   91  1081     4
   89  1601     5
   81  1702     9
   10  2010     6
   78  2043     5
   15   984     3
   40  1108     3
   67  1844     6
   13   469     1
    3  1071     6
   52  1375     3
   60  1973     2
   26  1541     2
   82  1552     5
   19   615     2
   97  1994     9
   13   859     7
   16   111     4
   69  1307     9
   98   916     7
   46   569     3
   89  1730     8
   26   461     1
   70   502     1
   31   214     1
   99   503     2
   39   835     9
   10   854     4
   55  1403     8
   49  1207     2
   38  1052     8
   46   439     2
   38   764     6
   19   710     7
   56   405     7
   16   762    10
   34  1694    10
   96  1513    10
   82   562     6
   47   118    10
