 200
516 19226 4
768 8384 1
699 13680 4
1005 18698 6
309 16708 2
154 12568 5
34 16981 8
599 16479 5
598 406 5
998 11872 9
684 13730 10
550 12098 10
944 19445 1
800 11808 3
201 16796 5
934 7100 3
104 9178 6
670 8377 10
95 19849 5
416 2275 10
676 3214 8
45 9858 2
431 18091 9
25 10596 7
904 7781 6
66 16445 8
659 18591 4
766 3104 6
219 19069 10
219 15557 10
564 3611 7
711 16710 4
962 2353 1
249 17306 1
715 13820 9
265 19054 3
386 8282 6
746 9233 7
843 13956 7
970 8684 10
725 21109 5
520 6108 6
526 20779 9
667 18971 6
312 17916 8
720 15996 4
580 4490 8
405 5516 3
380 2784 4
677 2769 2
800 7790 3
46 6000 2
716 12616 4
234 4307 1
59 16599 8
602 20404 10
295 20757 9
706 13613 1
350 1930 5
496 18235 9
908 7589 1
906 5549 2
207 13370 2
866 9946 1
145 1267 2
909 5612 1
116 7421 3
516 9556 7
644 14849 7
942 21373 10
488 18240 7
359 14371 1
460 5903 5
999 17432 6
1001 11761 7
776 2244 3
702 11847 9
574 16265 4
164 7753 6
79 14636 3
247 19029 6
965 15542 8
112 20638 4
949 10065 9
197 19857 9
169 15656 1
544 8886 8
478 19036 7
854 7687 2
886 10819 3
965 15680 5
754 15271 3
789 16368 4
153 7483 7
601 3638 3
917 17637 6
51 13095 7
702 11053 6
423 5615 3
687 6362 3
645 10856 6
894 2272 9
25 20745 4
90 16756 1
885 19713 4
26 10930 10
861 19005 3
577 9975 3
596 5616 4
18 5172 9
647 3038 5
820 3063 9
979 20721 6
757 2096 8
751 13126 8
167 19005 5
908 17742 9
282 424 6
628 16455 2
754 3857 1
169 11247 8
588 10565 7
491 19139 3
933 6036 2
729 18044 3
90 1184 6
847 2096 7
763 9560 10
790 12243 2
263 7701 9
443 15921 2
434 1525 7
147 9970 8
452 15098 6
524 18283 7
14 8102 1
465 4447 5
370 15708 10
583 18085 3
52 10069 8
386 20882 8
215 21120 8
864 13124 7
347 20021 4
952 1630 6
618 4669 4
495 17458 8
854 19388 5
897 5087 10
110 12320 9
591 1662 5
44 16337 7
681 1314 6
84 20798 8
973 797 9
406 19355 8
179 400 3
810 2886 5
161 7331 7
953 12653 4
69 10593 4
595 1684 9
372 14176 1
208 20569 1
33 16777 4
889 10871 7
208 7096 2
497 21220 9
252 5005 7
777 3605 4
531 9700 6
623 4305 4
986 3159 2
397 1240 3
959 2759 8
937 4786 7
992 5903 7
442 20207 5
776 2591 1
889 10994 6
551 10952 4
366 4268 6
929 5759 3
223 12268 9
438 3470 3
883 6544 1
622 10041 7
609 3883 6
699 9434 6
771 17386 4
545 16532 10
741 20024 9
355 19064 3
913 9134 10
930 19017 9
387 14268 6
795 20005 7
137 4524 10
867 13918 4
33 3426 3
