 200
618 42416 1
395 7458 7
962 11286 1
459 23724 2
363 21000 8
760 60239 2
888 1717 4
16 32948 7
257 73222 5
755 32941 4
626 53145 2
313 45147 3
712 46024 4
991 34606 7
239 40138 8
319 56732 3
443 26541 1
408 56340 4
143 24730 3
292 33333 6
522 66724 10
721 68385 6
591 19969 8
810 72708 7
688 42522 8
552 6030 4
487 75153 6
354 58414 6
252 41889 5
942 16496 7
215 29979 5
863 7714 6
320 23944 3
161 41258 6
303 31435 8
683 44940 1
922 24895 7
175 33147 1
693 1290 7
168 21526 2
928 66099 5
306 54445 9
473 66675 5
635 35524 8
294 12468 5
691 30215 2
945 15675 10
734 39004 6
86 9960 6
71 40402 2
11 72333 1
608 106 5
787 32192 7
597 15716 9
411 72809 2
461 74725 5
148 21754 2
882 71371 7
803 56552 10
393 63648 7
810 11274 3
1002 9938 5
243 71357 2
139 35228 6
164 51181 1
544 26209 9
814 3575 7
88 76087 8
711 59358 10
491 4870 4
232 21021 9
636 48858 4
795 59329 3
695 11101 3
256 7793 1
83 71781 8
382 41310 4
186 23464 1
803 34196 4
464 51281 9
245 63871 3
811 29943 5
67 51387 3
24 19489 9
399 45669 3
465 47609 4
477 17611 4
535 67412 5
331 42397 1
264 74172 4
917 54472 1
149 53665 3
268 7516 9
142 49238 2
271 12307 9
429 58707 9
688 75449 1
83 15877 6
490 58195 6
386 58202 10
567 20758 10
729 2637 4
1006 30475 3
353 3494 3
411 13736 7
242 38268 4
439 75278 10
785 55053 10
424 61739 4
233 32886 3
240 29743 9
669 49011 6
31 62839 7
293 4543 2
679 68501 5
420 31901 9
744 52154 6
136 9533 9
946 22738 3
77 17952 6
392 7114 2
844 615 4
213 71623 9
657 14624 10
981 49845 5
483 7337 8
68 73339 9
650 48699 5
552 23214 3
556 54931 4
29 30318 5
119 43970 3
264 57576 8
29 60780 7
462 47466 5
660 71300 4
251 22455 10
887 46157 4
445 49778 4
675 7601 4
106 2457 7
685 2921 3
321 56612 10
130 65285 3
968 7474 4
987 48537 4
542 20597 2
705 59639 9
112 58064 2
477 43324 5
774 1009 4
500 65177 4
318 43945 8
975 72639 2
145 3218 3
280 17191 3
457 3383 9
204 76542 2
932 65893 8
990 26606 2
740 54898 5
953 19611 2
108 70575 4
1002 35870 3
964 3818 9
552 41459 8
659 30590 7
214 26267 9
437 11016 2
98 3773 10
870 33879 2
526 13469 8
768 6700 2
189 13908 1
646 2168 1
727 14177 6
160 62438 5
174 22757 2
417 73818 4
270 43906 6
646 66087 7
187 74817 8
762 32486 10
946 33436 4
148 70859 10
901 35705 2
221 50634 7
598 74235 9
92 35655 3
144 39941 5
575 24248 10
839 13961 8
85 59567 6
672 18237 4
828 49830 1
45 63379 5
216 59685 2
476 3834 7
247 13053 3
638 70704 3
