 200
   62  4625     1
   83  4558     6
   33  4483     6
   83  4801     4
   91  3134    10
   16  3425     7
    8  3085     3
  100  4687     3
    3  4108     7
   38  3052     2
   16  4097     6
   97  3544     6
   25  4997     3
   94  4843     7
   10  4983    10
    7  4118     8
   91  3955     1
   74  3608     7
   97  4688     9
   84  4064     7
   91  4211    10
   17  3289     2
    5  4101     7
   56  3996     2
   24  4069     1
    9  3263     5
   30  4212     4
   70  3377     4
   31  3908    10
    5  4424     2
    3  4583     4
   93  3457     1
   87  3907     8
   35  3990     9
   75  3183     5
   78  3996     7
   50  4371     5
   83  3224     8
   77  3608    10
   53  3403     1
   21  3231     9
   93  4660     6
   49  3903     6
   45  3152     2
   87  4427     2
   59  3811     6
   51  4226     9
   77  3307     2
   32  4374     3
   48  3838     8
   61  4326     9
   22  3510     2
   64  4082    10
   65  3352     5
   78  4462     4
   88  3076    10
   73  3571    10
    7  3599     7
   57  3408     4
    4  4435    10
   11  4978     9
   59  4947     7
   96  4848    10
   98  3809     6
   94  3861     5
   71  4986     5
   75  4761     2
   43  3157     9
   53  3134     2
   52  3293     2
   95  3516     9
   74  3321     1
   44  4908     7
   44  4374     5
   18  3429     3
   30  4260     8
    2  3109     1
   69  4610     2
    7  4523    10
   33  4439     3
   16  3373     9
   67  3774     8
   55  4904     5
   80  4410     9
   31  4081     3
   32  4291     8
   67  4441     8
    4  4608     3
   39  4845     4
   24  4805     1
    8  3967     2
   50  4747     3
   83  4676     8
    3  3739     2
   47  3481     8
   76  3462     2
   74  3650     6
   22  3166    10
   19  3574    10
   27  3740     8
   73  3414     1
   13  4045     9
  100  4017     8
   16  3247     7
   56  3344     4
   18  4402     1
   46  4463     5
   57  3409     4
   86  3936     2
   53  3911     5
   90  4803     6
    2  4265    10
   19  4640     3
   45  4632    10
   81  3599     8
   50  3646     5
   77  3847     7
   48  4996     6
   53  3178     8
   15  3617     1
   72  4725     7
   61  4100    10
   64  3288     4
   54  4326     5
   63  4795     1
   11  3725     1
   30  4743     6
   37  3369     7
   32  3847     1
   48  3241     6
   63  4065     5
    5  4216     1
   61  4242     4
   62  5037     3
   21  4419     8
   17  4541     8
   79  4363     3
   66  3807     3
   74  4905     1
   65  3224     4
   18  4673     7
   63  4633     7
   66  4444     3
   37  4237     9
    7  4190     7
   47  4999     1
   86  4838     4
   83  4992     4
   95  4920     7
   39  4972     1
   98  3533     4
   66  4569     4
   99  3996    10
   61  3777     7
   20  3820     8
   62  3716     1
   72  4458     8
   50  3487     4
   98  4041     7
    4  3229     8
   97  3684     9
   60  5061     1
    8  4401     9
   57  4882     3
   22  5023     3
   28  3744     7
   74  4348    10
  100  4310     5
   94  4507     9
   47  4177     1
   65  4490     9
   12  4104     5
    9  3735     7
   30  3859     2
   48  3266     4
   16  4880     3
   77  3782     3
   34  5060     7
   99  4797     7
   71  3626     9
   73  4956     7
   96  3255    10
   37  3120     3
   71  3877     6
   57  3987     7
   57  3895     1
   33  4548     6
   29  3370     5
    6  4338     4
   30  3513     3
   32  3554     3
    2  4978     2
   90  3499     4
   39  4910     1
   59  4784     5
   11  3446     7
   66  3579     7
   32  4056     4
   11  4712     2
   60  5042     5
