  150
   15  7650     5
   10  6501     9
   87  7249     7
   79  6381     4
   43  4717     5
   53  8629    10
   42  7536     7
    5  5746     9
   56  4753     2
   51  7428    10
   12  4956     6
   52  7838    10
   13  5609     5
   55  4931     2
   64  4328     1
   45  5428     3
   57  8409     8
   14  7674     7
   37  7104     7
   56  7089     1
    5  8227     3
   48  5642     9
   33  5981     2
   56  8166     5
   49  7705    10
   53  4631     9
   85  4758     7
   60  4681     1
   72  4492     8
   13  6892     7
   58  8372     5
   86  8189     3
   22  4695     6
   44  6923     2
   65  5873     6
   64  5459     1
   97  6855     1
    6  4711     3
   69  7253     9
   53  7655     2
   57  8186     2
   81  8256     4
    4  6796     1
   70  5098     6
   35  4490     6
   68  7172     2
   14  6573     9
   91  4201     3
   81  6148     9
   50  4980     6
   46  7338     4
   85  5678     2
   97  6669     5
   79  4621     6
   41  5147     6
   45  5677     4
   31  5300     4
   25  5952     3
    5  6406     4
    2  5840     2
   38  4147    10
   62  6080     9
   88  5331     5
   59  4889     5
    6  4306    10
   52  7251     1
   23  6396     6
    3  7209     1
   58  8009     3
   91  4952     4
   55  6166     3
   15  7498     4
   71  4511     8
   58  4265     4
   84  8643    10
    5  5048     3
   26  7484     6
   97  6519     8
   95  5297     6
    6  4935     5
   46  7546     3
   41  8682     9
   91  6660     6
   43  5518     7
   19  4606     4
   31  7855     1
   88  7243     1
   49  5954     8
   56  5110     4
   92  4951     5
   51  7841     9
   93  5304     3
   54  7079     3
   38  4474     3
   52  6241     8
   60  7432     2
   90  7773     3
   74  8685     3
   62  5943     3
   47  7085     6
   64  4939     7
   17  8157     5
   62  5885     9
   35  5497     5
   74  8469     8
   45  5831     8
   40  6592     8
   99  7255     4
   42  8398     5
   34  7936     3
    5  8238     8
   88  7246     8
   75  7921     2
   95  6201     3
   30  4067     4
   93  8574     6
   26  5358     4
   17  7357     5
   42  5831     4
   81  6515     8
    9  8355     9
   92  4974     3
   74  7866     1
   63  6736     1
   30  5496     6
   25  5410     8
   22  5471     3
   19  4572     8
   98  5397     1
   84  7461     5
   66  7704     4
   62  6383     8
  100  6921    10
   27  4892     2
   97  7927     2
   74  6692     8
   71  6771     9
   36  5821     9
   73  5250     1
   12  6471     4
   70  5059     2
   77  4790     8
   99  5020     2
   44  4282     4
   72  7038     1
   29  5134     6
   37  4159    10
   98  8444     5
   45  8539    10
   78  6038     3
