  150
   78  2061     4
   32   690     4
   35  2032     1
   36  1276     2
   62  2375     4
   95  1231     8
   56  2042     5
   81  1012     5
   33   284     5
   36  1276     6
   64   210     5
   38   108     7
   67  2181     1
    5  1850     3
   41  1922     9
   47  1422     4
   87  2190     7
    2  1667     6
   48  1182     2
   39    29     5
   34   686     5
   21  1675     3
   78  1523     9
   93  2082     9
   52  2078     9
    9  1843    10
   46  1644    10
   45  2387     2
   10  1730     7
   90  1046     5
   66  1231     7
   87  1400     1
   22  1737     8
    1   871     8
   22   285     2
   83  1721     2
   95  2103     6
   78  2328     7
   63   341     6
   28  2387    10
   13  1212     2
   27   552    10
   66   104     7
   80  1002     2
   31    10     2
    7  2027     5
   27    32     6
   18  2200     8
    8  1302    10
   74  1215     8
   57  2230     2
   41  1988     4
   95   498    10
   35  1362     1
   33  1678     2
   47   185     8
   43   813    10
   78   931     2
   91   181    10
   52   152     7
   68  1978     7
   56  1412     7
   39  1553     7
   89  1324     5
   57  2284     4
   61  1838     9
   72   653     6
   51  1995     9
   39  1774     5
   34   994     1
   79  1990     8
   52   595     7
   61  1547     1
   44  2095     4
   31  1597     9
   92  1557     2
   50  1730     9
   57  1629     4
    9  1366    10
   58   640     8
   30   452     1
   66  1205     2
   99   236     2
   24   951    10
  100   176     2
   32  1915     4
   70  1137     8
   43   989     2
    9   455     5
   61  1318     7
   95  1142     9
   77    41     2
   17   339     4
   34   303     5
   65  1365     6
   73   231     7
   94  2142     3
   36  2018     2
   24  2226     6
   33  1524     8
   70   621     3
    3  1825     4
   84  2119     4
   31  2168     3
   46  1528     7
   14  1325     2
   22  1334     5
   96   866     6
   70   563     5
   31   309     4
   53  1507     3
  100  1015     6
   97  1515     6
   51  1744     4
   24  1967     5
   97  1691     8
   82  1267     7
   94   713     2
   39   289    10
   91  1722     2
   54  2031     9
   34  1431     8
   68  1764     4
   71  2370     2
   67  1735     3
   33   737     9
   44   209     9
   61  1485     6
   68   364     1
   67    44     4
   93   618     3
   38   985     3
   69  1869     7
   76   345     6
   69   762     5
   15  1006     4
   90  1670     8
   90  2097     9
   10  1873     9
   59  2233     2
   21    15     3
   63   988     1
   59   857     7
   17  1530     8
   14   340     5
   82   433     2
   13   829     6
   96  1608     2
   75  1146     4
   52  1119     5
