  150
   63  3384     9
   23  6864     6
   34  8559     1
   21  5681    10
   68  2591     7
   89  3475     1
   14  3069     2
    2  4355     2
   40  6226    10
   52  9257     2
   93  3233     1
   52  4388     6
   27  2434     6
   59  8720    10
   91  7856     6
   58  5045     3
    3  8680     4
   32  6943    10
   53  7750     5
   46  5166     3
   50  5809     1
   77  6089     4
   63  9386     2
   13  4412     5
   93  3817     8
   81  8796     3
   23  4114     6
   38  2896     9
   59  4535     9
   23  7088     7
   91  9377     2
   21  5730     8
   45  4463     3
   25  8447     2
   41  9223     7
   12  4865     9
   14  2432     2
   55  2802     9
   14  7032    10
   53  6470     2
    6  2570    10
    7  8076     1
    4  8669     7
   32  2815     5
   65  7307     1
   95  7036     3
   90  5672     8
   67  6497     5
   26  4490     3
   43  3932     2
   13  9474     8
   75  8110     4
   20  7832     6
   76  9371     9
   88  3033     9
   12  9461     4
   57  8678     1
   10  4958     5
   49  2867     2
   15  3723    10
   32  2557     1
   40  2755     3
   35  7265     7
   77  4831     4
   65  9013     5
   76  6998     4
   88  7508     3
   78  9257     6
   30  7612     2
    2  5050     2
   31  6237     8
   36  7994     2
    8  3637     3
   34  5417     4
   68  8620     7
   73  8755     4
   29  2963     7
   57  4802     5
   39  5762     8
   54  5265    10
  100  6546     7
   52  5747     5
   29  3885     4
   19  4889     3
   27  5628     4
   16  4730     2
   30  4861     6
   83  4817     5
   26  7499     6
   79  5540     7
   98  6351     4
   57  7868     7
   19  6106    10
   32  4126     1
   33  3209     1
   83  5630     4
    8  8936     5
   21  8528     3
   61  5398    10
   38  7059     6
   22  4089     5
   91  9447     7
   73  5563     8
   30  5537     7
   25  5374     1
   40  4694     5
    2  4802    10
   53  6149     8
   97  7308     9
   41  8376     7
    6  9225     7
   97  4364     5
   92  4633     2
   35  3621    10
   16  7065     8
   19  8073     5
   50  6162     2
   45  2436     3
    2  3400     9
   75  4172     8
   24  5787    10
   99  7562     2
   32  2550     5
   42  2404     9
   31  2199     3
   65  3571     5
   25  5846     3
   38  8947     7
   85  2610     7
   85  9055     2
   75  6516     3
    7  4510     1
   76  9012     9
   48  2590    10
   36  7859     7
  100  4897    10
   88  5095     4
   38  3171     7
   52  8858     7
   85  2913     3
   78  9358     4
   58  8593     4
   81  5089     8
   69  4502     5
   92  2725     4
   96  2664     5
   88  3085    10
   42  6699     6
   41  2912     8
   89  4296     8
