 250
    6 10767     9
   12  9926     5
   43  9002    10
   41  8476     8
   29  9979     1
   35  7964     3
   70  8265    10
   50  9513     3
   58 10832     7
   72  8391    10
  100  7666     1
    4 10205     3
   94 10601     8
   87 10887    10
   49  8266     1
   20  9096     4
   63  9345     6
   26  8274     7
   78 11321     4
   51  9261     6
   50 11708     5
   99 11490     8
   30 11476     2
   22 10583     8
   80  9205     1
   27  9188    10
   17  7649     8
   38 12345     8
   60  9559     3
   48 10029     2
   41 11501     8
   65  7780     2
   59 12429     7
   84  7956     8
    6  8730    10
   87  9861     8
   18  8394     1
   75  9468    10
   37 11847    10
   76 11700     7
   46 10332     9
   36 11987     1
   80  9359     9
   40  8387     7
   22 10327     1
   29 10098    10
   60  9957    10
   85 12145     6
   54 10846     7
   38  8732     3
   36  8860     1
    3 10007     1
   36  7675     1
   65  7789     2
   24  8043     9
   16  9353     1
   92  9450     2
   41  8165     6
   53  9152     8
   52 11483     4
   88 10667     8
   94  8106     6
   16 11736     5
   47 10549     5
   78  8536     4
   22  7919     5
   34  7863     2
   96  9404     4
   96  9861     4
   70 12184     2
   72  8557     1
   42  7647     2
    6 11624     3
   51 10389    10
   82  8508     8
   28  9404     3
   79  7940     9
   42 10938     8
   13  9003     8
   32 11260     6
   79 12143     1
   48 10336     9
   35  8720     7
   14 12291     1
   13 10599     1
   59  9236     5
   30  9098     2
    5 12523     2
   99  9874     1
   82 10723    10
   56 11460     5
   87  7995     9
   76 11303     6
   72 10650    10
   34 11017     3
   53 12313     9
   93 11043     4
   67 11354     5
   49  9170     3
   88  8357     8
   37 10991     7
   20 10201     3
   30  8478    10
   43 10068     9
   70  8043     2
   11  9459     8
   71 11946     2
   49  8457     1
   52  7850     5
   83  8403     9
   81 12190     7
   31 12467     5
   31 11213     8
   15  8363     3
   44 12211     6
   44  9265     8
   73 10073     8
   74  8763     8
   48  9242     9
   72 12421     8
   55 11960     8
    3  8155     4
   58  7869     7
   31 10717     4
   74 11278     4
   91 11360    10
   84 10483     3
   66  9774     8
   58 10167     4
   32 12126     5
   54 10605     5
   95  8612     1
   52  9781     8
   83 11556     4
   38 11154     9
   22 10297     9
   94  8469     2
    8 10553    10
   70 11228    10
   46  8793     6
   91 11430     9
   50 10871     6
   76  8713     1
   22 10096     6
   64 11708     8
   20  8378     7
   65 11835     4
   37  9235     6
   93  9614     5
   12  8530     2
    8  9109     3
   48  9028     2
   14  9159     6
   65  9451    10
   79 12218     5
   88  7890     9
   56  8265     9
   62 10154     7
   53 10138     6
   14 10905     3
   94  9734     2
    7  8196     1
    8 11990     3
   45 11988     9
   90 12226     5
   45 10598     2
   66  9739     8
   83  8148     6
   53  8604     2
   35  8420     8
   29  9415     2
   44 12508     1
   85 11765     3
    5 10601     2
   65 10057     7
   49 10927     1
   24 11453     9
   30  9345    10
   85  7616     6
   17  8521     3
   41 10349     2
   93  9198     9
   65 10022     5
   55 11981     7
   57 11123     8
   43  9693    10
   42 12345     6
   13 11861     7
    5 12321     7
   95  9936     2
   26 10220    10
   98  9509     8
    1 10606     2
   34  9664     2
   42  8951     7
   90 10285     6
   78  7715     4
    7 11164     5
   73 10907     1
   31  8793     6
   42 12058     2
    1  7775     2
   74  8754     6
   26 11276     5
    6 10850     4
   39 11284     2
   75  9657     6
   30  9757     2
   69  8083     2
   60  9746     1
   46 10751     5
   10 10906     3
   52 11418    10
   11  8226     9
   64 10340    10
    9  9994     8
   53 10393     8
    6 10139     5
   21  9309     4
   58 10168     4
    1  7528     6
   47 12002     3
   55 12150     2
    2 10607     7
   80  9119     5
   96  8555     8
   91  8346     3
   58  9307     9
    3 12192     3
   64 11727     4
   88 10573     4
   45 11703     4
   65 11975     6
   62 11801    10
   71 10433     9
   70 10279     9
    1 10539     1
   45  7544     4
   99 12509     1
   69 11096     2
    4  9764     5
   45 10713     5
   78  9455     5
   55  8635     4
   55 11413     4
   42 12269     4
   63 11103     2
    8  9260     2
   48  9861     8
   84  7866     6
