  100
16 3 8
26 5 9
25 15154 8
32 4 8
65 9 10
31 2 4
76 7 9
130 4 8
124 14245 7
78 8 4
75 6 4
23 1965 1
113 5 5
168 6 6
201 4 7
248 4 8
120 15967 4
282 9 8
282 9 8
378 2 10
395 104 9
227 5 5
401 2 9
408 4 9
496 7 10
350 5 7
530 2 10
296 15826 5
553 266 9
199 8 3
455 6 7
203 9584 3
474 9 7
543 15302 8
705 8 10
429 19082 6
144 3 2
637 15946 9
363 9603 5
226 14205 3
534 6 7
702 10023 9
788 3438 10
796 3572 10
797 6 10
643 6 8
249 5287 3
827 3690 10
667 8260 8
758 9 9
501 4 6
754 8 9
846 19172 10
857 12822 10
684 4350 8
353 17146 4
445 13244 5
882 5180 10
806 8 9
895 6637 10
97 8 1
546 8 6
864 4 9
627 6 6
324 0 3
968 4 9
339 10654 3
444 4044 4
110 16604 1
338 3045 3
884 7 8
249 7 2
606 0 5
613 18684 5
510 11916 4
657 18763 5
146 9 1
777 2 5
779 9781 5
770 0 5
673 2 4
347 2886 2
346 18572 2
692 9 4
890 5 5
974 8 5
214 2 1
846 0 4
506 14261 2
306 1 1
974 5 3
996 11721 3
804 3773 2
480 9074 1
538 73 1
671 4 1
756 1 1
843 2 1
932 7311 1
1007 5391 1
