  100
15 38823 8
26 27874 6
24 47305 4
40 32162 8
24 47482 4
65 27599 8
95 43873 9
100 49462 9
115 39954 9
32 34610 2
116 35250 7
116 26440 7
107 45916 6
186 29315 10
200 49653 10
66 40686 3
232 44629 10
123 23041 5
239 29325 9
176 23122 6
34 41131 1
120 46072 4
229 29450 7
294 24098 9
178 38151 5
144 41243 4
256 43213 7
369 36562 10
80 30855 2
376 36651 8
290 42285 6
315 41475 6
193 46488 3
518 31935 8
468 48791 7
411 37966 6
285 45637 4
506 30345 7
436 24962 6
590 35708 8
613 49421 8
544 39192 7
633 43607 8
632 48546 8
649 24497 8
240 29527 3
841 29365 10
865 41260 10
749 23783 8
743 24089 8
763 29983 8
498 40838 5
415 41101 4
944 46984 9
214 28330 2
424 45835 4
640 40198 6
974 38449 9
338 25247 3
673 46151 6
357 45446 3
126 39819 1
725 42765 6
736 31276 6
739 35268 6
875 45485 7
514 25625 4
520 30218 4
569 28720 4
485 28037 3
679 26019 4
862 32014 5
353 42829 2
843 30755 4
438 32779 2
665 41381 3
952 50010 4
245 34549 1
720 35302 3
245 42732 1
987 42130 4
265 40577 1
582 48398 2
603 31185 2
915 38788 3
313 23745 1
662 25913 2
687 25788 2
705 45909 2
728 29296 2
437 28769 1
922 36675 2
950 28095 2
492 28944 1
998 46067 2
561 41816 1
618 40026 1
676 22891 1
695 40096 1
933 48810 1
