  150
   30  1910     7
   33  1853    10
   23  2805     6
    6  2615     1
   23  2710     5
   67  2970     9
   34  1167     9
   58   708     7
   28  1800     8
    8  3115     4
   65  2097     8
    4   512     7
   59   122     1
   95   554     3
   80  4556     6
   69   546     8
   91   381     8
   97  3303     4
   62  1562    10
   52  1754     4
   32   822     8
   22  2516     7
   79   586     4
   48   312     7
   29  2699     1
   53  3765    10
   90   503     8
   63   361     3
   17  3738     8
   86  1574     1
   10  4328     8
   46  1047     5
   19  3428     1
   33  2531     3
   52  3662     6
   41  1537     5
  100   899     2
   85   228     4
   99  2246     2
   27  2700     9
   92  3343     8
   63  4343     9
   31  3212     6
   51  3465     8
   58   295     2
   11  3167     1
   20  4011     5
   48   677    10
    8  1868     5
   82   972     5
   99  2431     3
   39  2690     2
    3  3489     1
   78  3018     7
   87  3003     9
   32  1587     1
   30  2181     6
   76  3507     6
   95  1948     4
   46  1318     4
   62   479     7
    4  1674     2
   92  2365     8
   80  3908     7
   37  4206     4
   43  1426     4
   21   843     2
   36   504     6
   27  1654     7
   19  3089     4
   63  3204     4
   19   396     4
   82  2830     3
   94  1815    10
   70  3861     2
   39  3126     4
    4   380     1
   89  3271     7
   86  3803     4
   12  2249     5
   70  4244     1
   85  1633     7
   50   337     7
   73  3131     1
   62    49     3
   36  3341     5
    4   117     2
   92  2231     8
   12  2246     1
   98  2065     6
   38  3549     2
   74  2726     7
    2  3740     7
   29  1313    10
   54  2032     4
   38  3344     1
   71  2739     3
   74  2876     5
   74  3849     6
   98  4394    10
   93  1363     9
   37  2451    10
   16   188     4
   75  4194     1
   30  4267     9
   85  4050     5
   13  2718     5
   34    46    10
   74  2720     1
   99  1920     8
   45  2295     4
   43  2363     2
   84  3553     5
   95  2633     1
   16   893     3
   46  3603     7
   31  1372     6
   20  1010     5
   38  1232     5
   43  3619     6
   18  3075    10
   75   180     6
   16  1743     3
   19  2214     7
    4  1493     6
   69  3776     7
   57   957     7
   75  4233     8
   43  2050     2
   31   204     2
   73  4025     7
   35  3414    10
   67  2656     2
   88  4214    10
   10  3006    10
   97  2322     1
   73  3663     5
   23  1123     4
   30  2368    10
   47  1781     5
   21  3043     2
   75    62     3
   89  4144     7
    4  1995     6
   70  2695     4
    5   435     9
   50   997     3
  100  4068     9
   24  1445     3
   87  2229     7
