  150
    6    14    10
   74  3311     4
   79   925     6
   85  2102     9
    5  1435     9
   11  3156     9
   45  2350     6
   58  2348     3
   75  1394     1
    1  2862     3
    5  2958     6
   19  1086    10
   95  2186     4
   93  3246     8
    4    88     7
   71    14     3
   62  2604     1
   39  1932     9
   50  1338     2
   52    23    10
    7   994     8
   15  1200     7
   57   299     1
   36  2709     6
   83   530     4
   20   817     5
   68  1700     6
    7  4192     7
   96  2165     3
   86  3498     4
    6  3845     1
    2  2179     3
   60  2307     7
   84   269     7
   87  4282     1
   64  3742     5
   95  3425     5
   31  2130     7
   22  1589     8
   69   317     5
   32   490    10
   26    46     4
   87  1404     5
   27  2677     3
   18  3292     1
   91  1492     1
   97  2692     5
   80  1395     1
   30  3425     9
   46  4031     7
   31  1419     1
   36  4419     7
   60   729     3
   88  1718     1
   72  2627     2
   43  1260     7
    7  2536     6
   39  4327     8
   49   950     3
    3   199     8
   25  3324     1
   54   293     4
    4  2379     1
   84  1130     8
   38   562    10
   91  2159     2
   47   371     2
   32  3988     5
   22  4290     8
   68  1960     9
  100  4306    10
   53   279     7
   94  2007     3
   87  1208     4
   79  2956    10
   11   798     3
   78  2700     4
   76  1147     4
   90  2193     4
    7  1623     3
   21   676     1
   21  3612     4
   42  1541    10
   81  1406     4
    9   829     5
   14  4168     1
   23  2666    10
   15  3365    10
   52  3994     9
   72  3616     3
   18  3565     8
   77  2817     9
   25  3910     7
   22  1443     8
   60  3947     6
   62  4473     7
   12  3602    10
    6  4318     8
   94  3959     1
   33  3391     7
   74  1777     7
   93  3763    10
   85  3670     4
   67  3784     9
   80   470     4
   64  2125     3
   78    80     1
   57  3170     8
   39  3273     7
   68  2274     5
   64   292    10
   59  3949     7
   89  1385     8
    6  1834     9
   40   853     1
   97  2214     3
   19  1501    10
   63  3520     1
   11  1078     3
   71   993     9
   34  2634     4
   29   141    10
   47  3810     7
   59  2043    10
   50  1584     8
    6  3256     3
   21  2014     6
   61   685     7
   12  3073    10
   14  1472     7
   94  4076     4
   85   348     7
    7   734     7
   78  3244     8
   52  4133     5
   86  1204    10
   41   868    10
   30  4214     6
   43  4375     7
   80  4141     7
   97  1986    10
    7   166     7
   39  3589     4
   86  3372     8
   12  2000     6
   78  4443     4
   82  1084     1
   30  3501     5
   40  3461     4
   93  2162     3
