 300
707 51270 5
214 117448 6
413 124898 9
266 65718 8
424 133837 6
747 185169 7
204 163408 4
768 196396 9
829 120266 10
98 187025 7
570 63573 8
164 47644 1
989 62156 7
917 46005 7
616 182481 1
243 188995 6
643 74654 1
852 69116 9
114 137594 6
498 48553 8
977 139802 3
693 152898 10
203 161557 9
167 82567 3
439 99925 6
1006 62487 5
810 122825 6
600 193809 6
872 197292 10
217 55926 5
666 185846 3
567 49955 4
420 127538 10
68 112121 1
813 69839 2
836 62762 6
802 98689 8
1003 187416 5
595 60542 4
621 173112 8
91 175838 2
153 78298 2
773 174920 9
61 192158 8
69 78466 8
383 158790 9
307 182548 4
694 107280 9
238 182088 7
416 121521 9
182 110003 6
207 123289 9
95 75804 8
376 72950 5
358 160021 2
510 129895 4
371 89603 9
155 84238 8
115 125090 9
238 88299 8
368 94338 2
767 112323 2
783 92413 2
772 176044 2
822 178628 3
585 116425 3
604 192983 7
614 78692 1
588 105231 8
190 54926 1
226 53201 8
660 82454 9
347 87382 2
994 182307 6
728 76008 7
398 120011 10
363 142497 5
25 59931 10
87 181475 8
598 125960 2
421 135627 8
255 92866 4
785 50647 10
515 165593 6
625 119981 9
124 164838 2
13 96882 9
989 163762 7
276 50467 9
127 176154 8
200 53445 5
635 98973 10
876 89862 10
970 100034 6
395 76410 1
690 69885 2
555 170621 9
982 70780 8
308 102746 2
120 77252 6
173 79875 8
516 110120 10
781 113884 5
509 121421 10
503 93815 6
496 144053 1
893 195604 9
861 190472 10
510 158153 10
961 178469 7
447 117831 1
929 95176 7
213 72724 1
225 122655 1
424 62159 3
826 146880 9
346 88880 2
434 113212 2
792 112037 5
606 93519 1
557 90767 9
999 119655 10
227 146662 10
429 134805 8
956 173857 5
618 177244 1
106 158857 10
497 145878 3
595 49418 8
399 62991 2
614 177290 9
756 83463 6
908 127289 1
389 92562 3
242 159052 6
407 175275 7
879 190799 3
122 156050 5
258 167138 6
372 150332 3
85 135910 1
690 86364 7
291 46898 10
284 162807 2
905 163194 8
711 63222 2
100 111085 1
233 53463 10
135 130618 3
892 177283 5
831 101150 10
680 175541 1
872 98327 5
50 49200 10
92 111737 9
816 73566 9
657 180628 1
185 71973 8
304 173613 2
233 184203 8
574 89142 9
915 152297 10
973 69051 4
477 170598 10
282 46251 2
216 182285 9
865 147250 6
148 191217 5
325 139722 3
104 115787 2
514 142947 7
395 77020 4
780 156324 9
791 144016 6
670 194007 6
685 120900 6
493 161411 8
771 106476 6
901 128547 5
622 93414 10
654 85155 1
732 183863 5
293 70342 1
515 137658 5
776 187233 4
377 136251 10
324 165397 3
427 169242 4
553 162409 7
624 140397 4
644 154848 2
116 52939 6
529 94075 4
610 178070 6
578 177709 6
808 94504 5
824 161740 5
420 126342 2
937 87118 9
137 102869 8
525 196303 3
446 184228 6
522 134063 1
308 154010 1
226 129633 2
197 129466 7
971 76310 7
711 92439 9
955 190115 2
878 159024 2
322 140015 8
600 76653 2
599 144285 6
616 164532 9
113 168478 7
360 132915 10
981 102176 8
424 135251 10
770 103551 4
523 65978 5
40 77030 4
414 59789 6
629 73085 1
555 125283 7
26 192031 1
197 52178 6
348 173961 1
838 155168 6
615 132683 7
273 62469 10
961 59421 3
125 130380 10
717 48089 5
480 147653 4
418 85794 1
927 131886 6
673 78505 10
380 116276 7
633 178488 4
619 70004 2
244 76695 9
953 119885 2
213 100832 4
835 175145 4
555 85813 1
317 70693 10
195 109448 4
527 142161 8
738 160120 9
959 167166 7
39 162301 3
761 191334 2
365 181126 2
651 189559 3
311 118013 8
389 174545 3
841 195905 9
653 93361 9
213 131108 8
449 129984 6
924 110002 8
173 144691 10
565 61751 5
627 112258 2
643 93749 3
973 101718 6
541 198310 8
307 126427 3
341 172165 3
164 178185 2
919 150597 4
572 50253 1
108 99465 3
113 52817 7
400 179565 5
642 139456 3
410 77688 6
581 90401 8
165 83003 1
147 191986 5
534 58961 5
196 46704 4
894 184707 6
897 194259 7
841 190435 7
194 104119 4
266 170198 9
673 187721 5
835 151652 2
474 102691 7
118 119096 1
744 63058 9
636 48772 7
666 135015 6
363 129480 1
279 96695 10
624 190905 1
897 129184 9
578 177284 2
955 164464 3
